Generated data
------------------------
Period	Type	Category	Account	Cost Centre	Description	Amount
3/9/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1950	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1950	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1949	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1949	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1948	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1948	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1947	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1947	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1946	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1946	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1945	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1945	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1944	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1944	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1943	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1943	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1943	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1943	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1943	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1943	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1943	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
